committee;chamber;congress;year_start;year_end;full_name;first_name;last_name;party;state;role;;
Select Committee on Intelligence;Senate;116;2019;2020;John Smith;John;Smith;Republican;NJ;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;NM;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;David Williams;David;Williams;Republican;NY;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;NC;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;James Jones;James;Jones;Republican;ND;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;William Miller;William;Miller;Democrat;OH;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;OK;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;OR;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;PA;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;RI;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;SC;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;SD;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;TN;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;TX;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;UT;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;VT;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;VA;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Paul Lee;Paul;Lee;Democrat;WA;Member;;
Select Committee on Intelligence;Senate;116;2019;2020;Andrew Thompson;Andrew;Thompson;Republican;WV;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Mark Warner;Mark;Warner;Democrat;SD;Chair;;
Select Committee on Intelligence;Senate;117;2021;2022;Marco Rubio;Marco;Rubio;Republican;PA;Ranking Member;;
Select Committee on Intelligence;Senate;117;2021;2022;John Smith;John;Smith;Democrat;NJ;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;NM;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;David Williams;David;Williams;Democrat;NY;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;NC;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;James Jones;James;Jones;Democrat;ND;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;William Miller;William;Miller;Republican;OH;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;OK;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;OR;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;PA;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;RI;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;SC;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;SD;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;TN;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;TX;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;UT;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;VT;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;VA;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Paul Lee;Paul;Lee;Republican;WA;Member;;
Select Committee on Intelligence;Senate;117;2021;2022;Andrew Thompson;Andrew;Thompson;Democrat;WV;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Mark Warner;Mark;Warner;Democrat;SD;Chair;;
Select Committee on Intelligence;Senate;118;2023;2024;Marco Rubio;Marco;Rubio;Republican;PA;Ranking Member;;
Select Committee on Intelligence;Senate;118;2023;2024;John Smith;John;Smith;Democrat;NJ;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;NM;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;David Williams;David;Williams;Democrat;NY;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;NC;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;James Jones;James;Jones;Democrat;ND;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;William Miller;William;Miller;Republican;OH;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;OK;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;OR;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;PA;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;RI;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;SC;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;SD;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;TN;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;TX;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;UT;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;VT;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;VA;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Paul Lee;Paul;Lee;Republican;WA;Member;;
Select Committee on Intelligence;Senate;118;2023;2024;Andrew Thompson;Andrew;Thompson;Democrat;WV;Member;;
Special Committee on Aging;Senate;115;2017;2018;Susan Collins;Susan;Collins;Republican;PA;Chair;;
Special Committee on Aging;Senate;115;2017;2018;Bob Casey;Bob;Casey;Democrat;NE;Ranking Member;;
Special Committee on Aging;Senate;115;2017;2018;John Smith;John;Smith;Republican;ME;Member;;
Special Committee on Aging;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;MD;Member;;
Special Committee on Aging;Senate;115;2017;2018;David Williams;David;Williams;Republican;MA;Member;;
Special Committee on Aging;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;MI;Member;;
Special Committee on Aging;Senate;115;2017;2018;James Jones;James;Jones;Republican;MN;Member;;
Special Committee on Aging;Senate;115;2017;2018;William Miller;William;Miller;Democrat;MS;Member;;
Special Committee on Aging;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;MO;Member;;
Special Committee on Aging;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;MT;Member;;
Special Committee on Aging;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;NE;Member;;
Special Committee on Aging;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;NV;Member;;
Special Committee on Aging;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;NH;Member;;
Special Committee on Aging;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;NJ;Member;;
Special Committee on Aging;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;NM;Member;;
Special Committee on Aging;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;NY;Member;;
Special Committee on Aging;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;NC;Member;;
Special Committee on Aging;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;ND;Member;;
Special Committee on Aging;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;OH;Member;;
Special Committee on Aging;Senate;116;2019;2020;Susan Collins;Susan;Collins;Republican;PA;Chair;;
Special Committee on Aging;Senate;116;2019;2020;Bob Casey;Bob;Casey;Democrat;NE;Ranking Member;;
Special Committee on Aging;Senate;116;2019;2020;John Smith;John;Smith;Republican;ME;Member;;
Special Committee on Aging;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;MD;Member;;
Special Committee on Aging;Senate;116;2019;2020;David Williams;David;Williams;Republican;MA;Member;;
Special Committee on Aging;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;MI;Member;;
Special Committee on Aging;Senate;116;2019;2020;James Jones;James;Jones;Republican;MN;Member;;
Special Committee on Aging;Senate;116;2019;2020;William Miller;William;Miller;Democrat;MS;Member;;
Special Committee on Aging;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;MO;Member;;
Special Committee on Aging;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;MT;Member;;
Special Committee on Aging;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;NE;Member;;
Special Committee on Aging;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;NV;Member;;
Special Committee on Aging;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;NH;Member;;
Special Committee on Aging;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;NJ;Member;;
Special Committee on Aging;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;NM;Member;;
Special Committee on Aging;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;NY;Member;;
Special Committee on Aging;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;NC;Member;;
Special Committee on Aging;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;ND;Member;;
Special Committee on Aging;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;OH;Member;;
Special Committee on Aging;Senate;117;2021;2022;Bob Casey;Bob;Casey;Democrat;NE;Chair;;
Special Committee on Aging;Senate;117;2021;2022;Tim Scott;Tim;Scott;Republican;AR;Ranking Member;;
Special Committee on Aging;Senate;117;2021;2022;John Smith;John;Smith;Democrat;ME;Member;;
Special Committee on Aging;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;MD;Member;;
Special Committee on Aging;Senate;117;2021;2022;David Williams;David;Williams;Democrat;MA;Member;;
Special Committee on Aging;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;MI;Member;;
Special Committee on Aging;Senate;117;2021;2022;James Jones;James;Jones;Democrat;MN;Member;;
Special Committee on Aging;Senate;117;2021;2022;William Miller;William;Miller;Republican;MS;Member;;
Special Committee on Aging;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;MO;Member;;
Special Committee on Aging;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;MT;Member;;
Special Committee on Aging;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;NE;Member;;
Special Committee on Aging;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;NV;Member;;
Special Committee on Aging;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;NH;Member;;
Special Committee on Aging;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;NJ;Member;;
Special Committee on Aging;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;NM;Member;;
Special Committee on Aging;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;NY;Member;;
Special Committee on Aging;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;NC;Member;;
Special Committee on Aging;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;ND;Member;;
Special Committee on Aging;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;OH;Member;;
Special Committee on Aging;Senate;118;2023;2024;Bob Casey;Bob;Casey;Democrat;NE;Chair;;
Special Committee on Aging;Senate;118;2023;2024;Mike Braun;Mike;Braun;Republican;VA;Ranking Member;;
Special Committee on Aging;Senate;118;2023;2024;John Smith;John;Smith;Democrat;ME;Member;;
Special Committee on Aging;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;MD;Member;;
Special Committee on Aging;Senate;118;2023;2024;David Williams;David;Williams;Democrat;MA;Member;;
Special Committee on Aging;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;MI;Member;;
Special Committee on Aging;Senate;118;2023;2024;James Jones;James;Jones;Democrat;MN;Member;;
Special Committee on Aging;Senate;118;2023;2024;William Miller;William;Miller;Republican;MS;Member;;
Special Committee on Aging;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;MO;Member;;
Special Committee on Aging;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;MT;Member;;
Special Committee on Aging;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;NE;Member;;
Special Committee on Aging;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;NV;Member;;
Special Committee on Aging;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;NH;Member;;
Special Committee on Aging;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;NJ;Member;;
Special Committee on Aging;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;NM;Member;;
Special Committee on Aging;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;NY;Member;;
Special Committee on Aging;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;NC;Member;;
Special Committee on Aging;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;ND;Member;;
Special Committee on Aging;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;OH;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;John Hoeven;John;Hoeven;Republican;RI;Chair;;
Committee on Indian Affairs;Senate;115;2017;2018;Tom Udall;Tom;Udall;Democrat;IL;Ranking Member;;
Committee on Indian Affairs;Senate;115;2017;2018;John Smith;John;Smith;Republican;OR;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;PA;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;David Williams;David;Williams;Republican;RI;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;SC;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;James Jones;James;Jones;Republican;SD;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;William Miller;William;Miller;Democrat;TN;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;TX;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;UT;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;VT;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;VA;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;WA;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;WV;Member;;
Committee on Indian Affairs;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;WI;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;John Hoeven;John;Hoeven;Republican;RI;Chair;;
Committee on Indian Affairs;Senate;116;2019;2020;Tom Udall;Tom;Udall;Democrat;IL;Ranking Member;;
Committee on Indian Affairs;Senate;116;2019;2020;John Smith;John;Smith;Republican;OR;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;PA;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;David Williams;David;Williams;Republican;RI;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;SC;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;James Jones;James;Jones;Republican;SD;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;William Miller;William;Miller;Democrat;TN;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;TX;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;UT;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;VT;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;VA;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;WA;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;WV;Member;;
Committee on Indian Affairs;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;WI;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Brian Schatz;Brian;Schatz;Democrat;OH;Chair;;
Committee on Indian Affairs;Senate;117;2021;2022;Lisa Murkowski;Lisa;Murkowski;Republican;HI;Ranking Member;;
Committee on Indian Affairs;Senate;117;2021;2022;John Smith;John;Smith;Democrat;OR;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;PA;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;David Williams;David;Williams;Democrat;RI;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;SC;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;James Jones;James;Jones;Democrat;SD;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;William Miller;William;Miller;Republican;TN;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;TX;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;UT;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;VT;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;VA;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;WA;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;WV;Member;;
Committee on Indian Affairs;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;WI;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Brian Schatz;Brian;Schatz;Democrat;OH;Chair;;
Committee on Indian Affairs;Senate;118;2023;2024;Lisa Murkowski;Lisa;Murkowski;Republican;HI;Ranking Member;;
Committee on Indian Affairs;Senate;118;2023;2024;John Smith;John;Smith;Democrat;OR;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;PA;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;David Williams;David;Williams;Democrat;RI;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;SC;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;James Jones;James;Jones;Democrat;SD;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;William Miller;William;Miller;Republican;TN;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;TX;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;UT;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;VT;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;VA;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;WA;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;WV;Member;;
Committee on Indian Affairs;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;WI;Member;;
Select Committee on Ethics;Senate;115;2017;2018;Johnny Isakson;Johnny;Isakson;Republican;MI;Chair;;
Select Committee on Ethics;Senate;115;2017;2018;Chris Coons;Chris;Coons;Democrat;ME;Ranking Member;;
Select Committee on Ethics;Senate;115;2017;2018;John Smith;John;Smith;Republican;KS;Member;;
Select Committee on Ethics;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;KY;Member;;
Select Committee on Ethics;Senate;115;2017;2018;David Williams;David;Williams;Republican;LA;Member;;
Select Committee on Ethics;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;ME;Member;;
Select Committee on Ethics;Senate;116;2019;2020;James Lankford;James;Lankford;Republican;MN;Chair;;
Select Committee on Ethics;Senate;116;2019;2020;Chris Coons;Chris;Coons;Democrat;ME;Ranking Member;;
Select Committee on Ethics;Senate;116;2019;2020;John Smith;John;Smith;Republican;KS;Member;;
Select Committee on Ethics;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;KY;Member;;
Select Committee on Ethics;Senate;116;2019;2020;David Williams;David;Williams;Republican;LA;Member;;
Select Committee on Ethics;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;ME;Member;;
Select Committee on Ethics;Senate;117;2021;2022;Chris Coons;Chris;Coons;Democrat;ME;Chair;;
Select Committee on Ethics;Senate;117;2021;2022;James Lankford;James;Lankford;Republican;MN;Ranking Member;;
Select Committee on Ethics;Senate;117;2021;2022;John Smith;John;Smith;Democrat;KS;Member;;
Select Committee on Ethics;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;KY;Member;;
Select Committee on Ethics;Senate;117;2021;2022;David Williams;David;Williams;Democrat;LA;Member;;
Select Committee on Ethics;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;ME;Member;;
Select Committee on Ethics;Senate;118;2023;2024;Chris Coons;Chris;Coons;Democrat;ME;Chair;;
Select Committee on Ethics;Senate;118;2023;2024;James Lankford;James;Lankford;Republican;MN;Ranking Member;;
Select Committee on Ethics;Senate;118;2023;2024;John Smith;John;Smith;Democrat;KS;Member;;
Select Committee on Ethics;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;KY;Member;;
Select Committee on Ethics;Senate;118;2023;2024;David Williams;David;Williams;Democrat;LA;Member;;
Select Committee on Ethics;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;ME;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 1;Senator;1;Republican;CA;Chair;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 2;Senator;2;Democrat;CA;Ranking Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 3;Senator;3;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 4;Senator;4;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 5;Senator;5;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 6;Senator;6;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 7;Senator;7;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 8;Senator;8;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 9;Senator;9;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 10;Senator;10;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 11;Senator;11;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 12;Senator;12;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 13;Senator;13;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 14;Senator;14;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 15;Senator;15;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 16;Senator;16;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 17;Senator;17;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 18;Senator;18;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 19;Senator;19;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;115;2017;2018;Senator 20;Senator;20;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 1;Senator;1;Republican;CA;Chair;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 2;Senator;2;Democrat;CA;Ranking Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 3;Senator;3;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 4;Senator;4;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 5;Senator;5;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 6;Senator;6;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 7;Senator;7;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 8;Senator;8;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 9;Senator;9;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 10;Senator;10;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 11;Senator;11;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 12;Senator;12;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 13;Senator;13;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 14;Senator;14;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 15;Senator;15;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 16;Senator;16;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 17;Senator;17;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 18;Senator;18;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 19;Senator;19;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;116;2019;2020;Senator 20;Senator;20;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Senator 1;Senator;1;Republican;CA;Chair;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Senator 2;Senator;2;Democrat;CA;Ranking Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Senator 3;Senator;3;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Senator 4;Senator;4;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Senator 5;Senator;5;Republican;CA;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Senator 6;Senator;6;Democrat;CA;Member;;
Homeland Security and Governmental Affairs;Senate;117;2021;2022;Senator 7;Senator;7;Republican;CA;Member;;
